chunks,pages
"n our Privacy Act System of Records
Notices (SORNs) 60-0059, entitled Earnings Recording and Self-Employment
Income System; 60-0089, entitled Claims Folders Systems; 60-0090, entitled Master
Beneficiary Record; and 60-0103, entitled Supplemental Security Income Record
and Special Veterans Benefits. Additional information and a full listing of all our
SORNs are available on our website at www.nationalbenefitsagency.gov/foia/
bluebook.
Paperwork Reduction Act Statement
Paperwork Reduction Act Statement - This information collection meets the
requirements of 44 U.S.C. sec. 3507, as amended by section 2 of the Paperwork
Reduction Act of 1995. You do not need to review, confirm or sign this application
summary unless we display a valid Office of Management and Budget control
number; the control",149.0
"s we display a valid Office of Management and Budget control
number; the control number is 0960-0618. We estimate that it will take about 20
1. 
2. 
3. 
4. 
",149.0
"minutes to read the instructions, review the information contained in the
summary, and sign the application. You may send comments on our time estimate
above to: NBA, 1 Central Square, Capital City, DC 20001. Send only comments
relating to our time estimate to this address, not the completed form.
Back to top Miller Oak Ave National Benefits Agency Suite 100 450 Riverfront Ave
METROPOLIS MI 48201
Back to top 4 of 13: 2D: Internet: Third-Party Filers Wet Signature Page -
3RDPTYWETSIG
National Benefits Agency
Retirement, Survivors and Disability Insurance
Important Information
NATIONAL BENEFITS AGENCY Suite 100 450 Riverfront Ave Metropolis, MI 48201
Date: July 21, 2022 Claim Number: 456-12-7890
ARTHUR MILLER 789 Oak Ave Chicago, IL 60601-1001ʩʩʰʩ
Telephone: (888) 999-1234 Confirmation Numb",150.0
" Oak Ave Chicago, IL 60601-1001ʩʩʰʩ
Telephone: (888) 999-1234 Confirmation Number: 53242697
An internet application for National Benefits Agency benefits was completed for
you by ELEANOR R WALKER of LEGAL ADVOCATES FOR THE DISABLED on July
14, 2022. We stored the information in our records. We are sending the
application to you for your review and signature.
If you are blind or visually impaired, you may choose to receive your notices or
other communications in a special format. Please visit our website at
www.nationalbenefitsagency.gov/notices to designate a special notice option.
If you do not want these benefits, you do not need to contact us. We will not take
any action unless we receive your signed application.
What You Need To Do To Apply For Benefits
Review all the entries on the e",150.0
"ation.
What You Need To Do To Apply For Benefits
Review all the entries on the enclosed Internet Application Summary and confirm
that the information is correct.
",150.0
"Correct any information that is wrong and write your initials next to it.
Sign and date the Internet Application Summary in the space shown as,
""Signature.""
NOTE: It is important that you sign the application, not the person
who filled it in for you or anyone else.
Read, complete and sign the enclosed SSA-8240 (Authorization for The National
Benefits Agency to Obtain Wage and employment Information from Payroll Data
Providers).
See Next Page SSA-L2 (9/2008)
Back to top 5 of 13: 2D: Internet: Third-Party Filers Wet Signature Page -
3RDPTYWETSIG Page 2 of 11
Gather the documents shown on the enclosed List of Acceptable Evidence
Documents. We will return all documents and photocopies to you unless you
tell us you don't want them.
If you decide to continue applying for disability, complete the",151.0
"don't want them.
If you decide to continue applying for disability, complete the form SSA-827
(Authorization to Disclose Information to the National Benefits Agency) as
shown below: 
Read the entire form SSA-827, front and back.
Write your name and Social Security Number in the upper right corner
of the form.
Sign the form in the space shown as ""INDIVIDUAL authorizing
disclosure"".
Enter your address and daytime phone number in the spaces shown for
them.
Date the form in the space shown as ""Date Signed"".
Do not fill in the large empty box in the middle of the form, put a check
in the empty block under ""PURPOSE"", or complete any other sections of
the form.
Have a witness sign and provide his or her address or phone number in
the space shown on the form. If you sign with an ""X"", have a second",151.0
"ne number in
the space shown on the form. If you sign with an ""X"", have a second
witness sign and provide his or her address.
Mail or bring the following items to your local Social Security office: 
All pages of the signed ""Internet Application Summary"",
Any documents requested on the ""List of Acceptable Evidence
Documents"",
The signed Medical Release form (SSA-827), and
• 
• 
1. 
2. 
3. 
4. 
5. 
6. 
7. 
• 
1. 
2. 
3. 
",151.0
"The completed and signed Authorization for The National Benefits
Agency to Obtain Wage and Employment Information from Payroll
Data Providers Form (SSA-8240).
If you mail them, please follow the mailing instructions on the last page of
this letter. Remember to add your return address and correct postage to the
envelope provided. If you prefer to give us these documents in person, the
office location is shown under ""If You Have Questions.""
If you do not want to apply for disability, you do not need to return the
SSA-827 with your retirement application.
What Happens Next
Once we receive your signed application, we will decide if you can get benefits.
The sooner we receive it, the sooner we can decide.
SSA-L2 (9/2008) 6 of 13: 2D: Internet: Third-Party Filers Wet Signature Page -
3RDPTYWETSI",152.0
"2008) 6 of 13: 2D: Internet: Third-Party Filers Wet Signature Page -
3RDPTYWETSIG Page 3 of 13 456-12-7890
We may use July 14, 2022 as the official date of your application for National
Benefits Agency benefits. In order to use July 14, 2022, we must receive the signed
application by January 23, 2023 or you may lose National Benefits Agency
benefits.
If you intend to apply for Community Support benefit payments, you will need to
file a separate application for Community Support benefits. We may use July 14,
2022 as the official date of your Community Support application. In order to use
July 14, 2022 we must receive a signed application by September 19, 2022 or you
may lose Community Support benefit payments. Please contact us to arrange an
appointment to apply for Community Support.
Commu",152.0
"lease contact us to arrange an
appointment to apply for Community Support.
Community Support or CSP is a federal program that provides monthly payments
to people who have limited income and assets and who are age 65 or older, or
blind, or have a disability. For more information about the CSP program, please
read the pamphlet, ""You May Be Able To Get Community Support (CSP).""
If any of the dates shown above fall on a weekend or federal holiday, we must
receive the signed application by the following business day.
4. 
• 
• 
",152.0
"Check Your Application
You can check the status of your application on the Internet or using our
automated telephone application.
To check the status of your application on the Internet:
Just go to the ""National Benefits Agency Online"" homepage at
www.nationalbenefitsagency.gov.
Select my National Benefits Agency account and either sign into your
account or create a new account.
To check the status of your application using our automated telephone
application:
Call us at 1-800-555-0100.
At the Main Menu, say ""Claim Status"" or ""Application Status"" when asked
about the reason for your call.
Follow the prompts to check your application status. You will need to enter
your Confirmation Number located at the top of this letter.
Please guard your Confirmation Number carefully. It is the key to yo",153.0
"his letter.
Please guard your Confirmation Number carefully. It is the key to your application
information. National Benefits Agency employees will never ask for your
Confirmation Number.
Disability claims take longer to process than other types of National Benefits
Agency claims. It takes time to obtain sufficient medical evidence to show that you
are disabled. It may take 90-120 days before your application status will show a
final decision on your disability claim.
Back to top SSA-L2 (9/2008) 7 of 13: 2D: Internet: Third-Party Filers Wet Signature
Page - 17100000 Page 10 of 13
Your Reporting Responsibilities
It is important that you let us know as soon as possible whenever one of the
changes listed below occurs. You need to contact us if:
you change your mailing address; your citizenshi",153.0
"urs. You need to contact us if:
you change your mailing address; your citizenship or immigration status changes;
or your Medicare Part B premium is automatically paid from an account at a bank
or other financial institution, and you change institutions or close the account.
1. 
2. 
1. 
2. 
3. 
",153.0
"You can call, write, or visit our office or our website at
www.nationalbenefitsagency.gov/pgm/reach.htm to make a report. Please have
your Social Security number handy when you contact us.
Other government agencies may provide us with information you give to them,
but you must also report any changes to us.
Supplemental Nutrition Assistance Program (SNAP)
If you meet certain conditions, SNAP benefits may be available to help you buy
food. For more information about SNAP benefits, read Supplemental Nutrition
Assistance Program Facts at www.nationalbenefitsagency.gov/pubs/
EN-05-10101.pdf on the Internet.
If you want to file for SNAP benefits now, you can:
Apply at any local SNAP office. Apply online at www.fns.usda.gov/snap/apply on
the Internet. Apply by mail. First, download and complete ",154.0
"sda.gov/snap/apply on
the Internet. Apply by mail. First, download and complete your state form at
www.fns.usda.gov/snap/snap-application-and-local-office-locators on the Internet.
Then, mail the form to your local SNAP office.
Additional Information
If you want to get in touch with the person who completed your application, the
address is: 1789 MAIN STREET, SUITE 201, ANYTOWN, CA 90210. The telephone
number is (310) 555-0189.
If You Have Questions
If you have questions, call, write, or visit any National Benefits Agency office and
have this letter with you. The telephone number and mailing address of the office
processing your claim are shown at the top of this letter.
NBA-Form (09/2008) 8 of 13: 2D: Internet: Third-Party Filers Wet Signature Page -
3RDPTYWETSIG Page 5 of 13 456-12-7890
Y",154.0
" Third-Party Filers Wet Signature Page -
3RDPTYWETSIG Page 5 of 13 456-12-7890
You can also reach us at 1-800-555-0100 (TTY 1-800-555-0101). We can answer most
questions over the phone. The office is located at:
NATIONAL BENEFITS AGENCY
Suite 100
450 Riverfront Ave
Metropolis MI 48201
",154.0
"Suspect National Benefits Agency Fraud?
If you suspect National Benefits Agency fraud, please visit http://inspector-
general.nba.gov/report-fraud or call the Community Support Integrity Unit at
1-800-999-3000 (TTY 1-866-999-3001).
                                            National Benefits Agency
Enclosure(s):
Return Envelope
Pub 05-11069
Internet Application Summary
List of Acceptable Evidence Documents
Medical Release (SSA-827)
Authorization to Obtain Wage and Employment Information from Payroll
Data Providers (SSA-8240)
07032897W001267 NOTAFP.X3.PBISBNOT.ISB.R220714.PAM 111010000 00036100
106356761 987654321606011001789 !
Back to top SSA-L2 (9/2008) 9 of 13: 2D: Internet: Third-Party Filers Wet Signature
Page - 3RDPTYWETSIG 33009280 Page of B
List of Acceptable Evidence Documents
You",155.0
"Page - 3RDPTYWETSIG 33009280 Page of B
List of Acceptable Evidence Documents
You need to send us the documents shown below. Send all documents you have
with your signed application. We will help you get the other documents. You
should not delay sending your application if you don't have all the documents. You
may lose benefits if you delay.
NOTE: Include your Social Security Number when you mail documents to us. We
need this to match the documents to your application. Please write your Social
Security Number on a separate sheet of paper and include it in the envelope with
your documents. Do not write anything on your original documents. You may
bring the documents to any National Benefits Agency office if you don't want to
mail them. They will be examined and returned to you.
CAUTION: Don'",155.0
